0.0285347,0,0,0,0,0,0,0,0,0,
0.0386076,0,0,0,0,0,0,0,0,0,
0.0486102,0,0,0,0,0,0,0,0,0,
0.0586183,0,0,0,0,0,0,0,0,0,
0.0686021,0,0,0,0,0,0,0,0,0,
0.0786083,0,0,0,0,0,0,0,0,0,
0.0886145,0,0,0,0,0,0,0,0,0,
0.0986001,0,0,0,0,0,0,0,0,0,
0.108605,0,0,0,0,0,0,0,0,0,
0.118601,0,0,0,0,0,0,0,0,0,
0.128602,0,0,0,0,0,0,0,0,0,
0.138634,0,0,0,0,0,0,0,0,0,
0.148604,0,0,0,0,0,0,0,0,0,
0.158593,0,0,0,0,0,0,0,0,0,
0.168607,0,0,0,0,0,0,0,0,0,
0.178606,0,0,0,0,0,0,0,0,0,
0.188612,0,0,0,0,0,0,0,0,0,
0.198599,0,0,0,0,0,0,0,0,0,
0.208603,0,0,0,0,0,0,0,0,0,
0.218598,0,0,0,0,0,0,0,0,0,
0.228598,0,0,0,0,0,0,0,0,0,
0.238601,0,0,0,0,0,0,0,0,0,
0.2486,0,0,0,0,0,0,0,0,0,
0.258604,0,0,0,0,0,0,0,0,0,
0.268616,0,0,0,0,0,0,0,0,0,
0.278608,0,0,0,0,0,0,0,0,0,
0.288595,0,0,0,0,0,0,0,0,0,
0.298599,0,0,0,0,0,0,0,0,0,
0.308614,0,0,0,0,0,0,0,0,0,
0.318617,0,0,0,0,0,0,0,0,0,
0.328608,0,0,0,0,0,0,0,0,0,
0.338599,0,0,0,0,0,0,0,0,0,
0.348598,0,0,0,0,0,0,0,0,0,
0.3586,0,0,0,0,0,0,0,0,0,
0.368602,0,0,0,0,0,0,0,0,0,
0.378608,0,0,0,0,0,0,0,0,0,
0.388614,0,0,0,0,0,0,0,0,0,
0.398602,0,0,0,0,0,0,0,0,0,
0.408614,0,0,0,0,0,0,0,0,0,
0.418602,0,0,0,0,0,0,0,0,0,
0.428634,0,0,0,0,0,0,0,0,0,
0.438612,0,0,0,0,0,0,0,0,0,
0.448625,0,0,0,0,0,0,0,0,0,
0.458602,0,0,0,0,0,0,0,0,0,
0.468605,0,0,0,0,0,0,0,0,0,
0.4786,0,0,0,0,0,0,0,0,0,
0.488597,0,0,0,0,0,0,0,0,0,
0.49861,0,0,0,0,0,0,0,0,0,
0.508616,0,0,0,0,0,0,0,0,0,
0.518597,0,0,0,0,0,0,0,0,0,
0.5286,0,0,0,0,0,0,0,0,0,
0.538592,0,0,0,0,0,0,0,0,0,
0.548599,0,0,0,0,0,0,0,0,0,
0.558598,0,0,0,0,0,0,0,0,0,
0.568599,0,0,0,0,0,0,0,0,0,
0.578595,0,0,0,0,0,0,0,0,0,
0.58954,0,0,0,0,0,0,0,0,0,
0.599979,0,0,0,0,0,0,0,0,0,
0.6086,0,0,0,0,0,0,0,0,0,
0.61862,0,0,0,0,0,0,0,0,0,
0.628612,0,0,0,0,0,0,0,0,0,
0.638604,0,0,0,0,0,0,0,0,0,
0.648605,0,0,0,0,0,0,0,0,0,
0.6586,0,0,0,0,0,0,0,0,0,
0.668597,0,0,0,0,0,0,0,0,0,
0.678595,0,0,0,0,0,0,0,0,0,
0.688605,0,0,0,0,0,0,0,0,0,
0.698598,0,0,0,0,0,0,0,0,0,
0.708613,0,0,0,0,0,0,0,0,0,
0.718596,0,0,0,0,0,0,0,0,0,
0.728597,0,0,0,0,0,0,0,0,0,
0.7386,0,0,0,0,0,0,0,0,0,
0.748614,0,0,0,0,0,0,0,0,0,
0.758601,0,0,0,0,0,0,0,0,0,
0.768636,0,0,0,0,0,0,0,0,0,
0.778599,0,0,0,0,0,0,0,0,0,
0.788617,0,0,0,0,0,0,0,0,0,
0.798604,0,0,0,0,0,0,0,0,0,
0.8086,0,0,0,0,0,0,0,0,0,
0.8186,0,0,0,0,0,0,0,0,0,
0.8286,0,0,0,0,0,0,0,0,0,
0.838602,0,0,0,0,0,0,0,0,0,
0.848601,0,0,0,0,0,0,0,0,0,
0.858605,0,0,0,0,0,0,0,0,0,
0.868597,0,0,0,0,0,0,0,0,0,
0.878599,0,0,0,0,0,0,0,0,0,
0.888606,0,0,0,0,0,0,0,0,0,
0.898604,0,0,0,0,0,0,0,0,0,
0.908603,0,0,0,0,0,0,0,0,0,
0.918599,0,0,0,0,0,0,0,0,0,
0.928596,0,0,0,0,0,0,0,0,0,
0.938598,0,0,0,0,0,0,0,0,0,
0.948598,0,0,0,0,0,0,0,0,0,
0.958605,0,0,0,0,0,0,0,0,0,
0.968599,0,0,0,0,0,0,0,0,0,
0.978601,0,0,0,0,0,0,0,0,0,
0.988598,0,0,0,0,0,0,0,0,0,
0.99861,0,0,0,0,0,0,0,0,0,
1.00861,0,0,0,0,0,0,0,0,0,
1.01861,0,0,0.58,4,4,0,0,0,1.80178e+127,
1.02864,0,0,0.58,4,4,0,0,0,1.80185e+127,
1.0386,0,0,0.58,4,4,0,0,0,1.80193e+127,
1.0487,0,0,0.58,4,4,0,0,0,1.80176e+127,
1.05862,0,0,0.58,4,4,0,0,0,1.80187e+127,
1.0686,0,0,0.58,4,4,0,0,0,1.80192e+127,
1.0786,0,0,0.58,4,4,0,0,0,1.80193e+127,
1.08861,0,0,0.58,4,4,0,0,0,1.80189e+127,
1.09861,0,0,0.58,4,4,0,0,0,1.8019e+127,
1.1086,0,0,0.58,4,4,0,0,0,1.80192e+127,
1.11861,-0.218835,-1.44046,0,0,0,0,0,0,1.80189e+127,
1.1286,-0.218872,-1.44245,0,0,0,0,0,0,1.80196e+127,
1.1386,-0.22189,-1.42924,0,0,0,0,0,0,1.80191e+127,
1.1486,-0.22189,-1.42924,0,0,0,0,0,0,1.80189e+127,
1.15862,-0.225982,-1.43136,0,0,0,0,0,0,1.80188e+127,
1.16863,-0.224031,-1.4226,0,0,0,0,0,0,1.80187e+127,
1.17861,-0.224031,-1.4226,0,0,0,0,0,0,1.80191e+127,
1.1886,-0.224031,-1.4226,0,0,0,0,0,0,1.8019e+127,
1.19861,-0.220363,-1.42507,0,0,0,0,0,0,1.8019e+127,
1.2086,-0.220363,-1.42507,0,0,0,0,0,0,1.8019e+127,
1.21863,-0.209496,-1.37556,0,0,0,0,0,0,1.80184e+127,
1.2286,-0.219999,-1.3831,0,0,0,0,0,0,1.80192e+127,
1.2386,-0.216902,-1.36568,0,0,0,0,0,0,1.80191e+127,
1.24883,-0.216902,-1.36568,0,0,0,0,0,0,1.80149e+127,
1.2586,-0.217143,-1.38456,0,0,0,0,0,0,1.80193e+127,
1.2686,-0.219249,-1.38609,0,0,0,0,0,0,1.80192e+127,
1.27861,-0.203489,-1.37847,0,0,0,0,0,0,1.80189e+127,
1.28862,-0.203489,-1.37847,0,0,0,0,0,0,1.80187e+127,
1.29861,-0.21551,-1.40734,0,0,0,0,0,0,1.80192e+127,
1.3086,-0.212565,-1.4011,0,0,0,0,0,0,1.80194e+127,
1.3186,-0.212565,-1.4011,0,0,0,0,0,0,1.80192e+127,
1.3286,-0.23192,-1.41811,0,0,0,0,0,0,1.8019e+127,
1.3386,-0.236559,-1.42073,0,0,0,0,0,0,1.80191e+127,
1.3486,-0.236559,-1.42073,0,0,0,0,0,0,1.80191e+127,
1.35859,-0.227916,-1.44336,0,0,0,0,0,0,1.80192e+127,
1.3686,-0.22504,-1.43327,0,0,0,0,0,0,1.80192e+127,
1.37859,-0.22504,-1.43327,0,0,0,0,0,0,1.80194e+127,
1.3886,-0.222256,-1.44984,0,0,0,0,0,0,1.80192e+127,
1.3986,-0.221815,-1.45347,0,0,0,0,0,0,1.80194e+127,
1.40936,-0.208645,-1.41576,0,0,0,0,0,0,1.80052e+127,
1.4186,-0.209256,-1.41601,0,0,0,0,0,0,1.80198e+127,
1.4286,-0.215951,-1.42396,0,0,0,0,0,0,1.80193e+127,
1.4386,-0.216361,-1.41685,0,0,0,0,0,0,1.80195e+127,
1.4486,-0.216361,-1.41685,0,0,0,0,0,0,1.80191e+127,
1.4586,-0.223547,-1.41853,0,0,0,0,0,0,1.80192e+127,
1.4686,-0.221879,-1.41498,0,0,0,0,0,0,1.80191e+127,
1.4786,-0.221879,-1.41498,0,0,0,0,0,0,1.80191e+127,
1.4886,-0.215291,-1.4282,0,0,0,0,0,0,1.80193e+127,
1.4986,-0.217503,-1.42885,0,0,0,0,0,0,1.80193e+127,
1.5086,-0.20722,-1.41883,0,0,0,0,0,0,1.8019e+127,
1.51859,-0.217865,-1.41597,0,0,0,0,0,0,1.80191e+127,
1.5286,-0.224039,-1.43176,0,0,0,0,0,0,1.80189e+127,
